T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
44,Bahamas (The),2010,Consumer price index: General,100.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
44,Bahamas (The),2015,Consumer price index: General,109.6,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
44,Bahamas (The),2021,Consumer price index: General,119.6,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
44,Bahamas (The),2023,Consumer price index: General,130.2,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
44,Bahamas (The),2015,Consumer price index: Food,106.5,New Providence;Index base: November 2014=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2000,Consumer price index: General,83.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2005,Consumer price index: General,87.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2015,Consumer price index: General,110.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2021,Consumer price index: General,115.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2023,Consumer price index: General,119.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2024,Consumer price index: General,120.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2015,Consumer price index: Food,114.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2021,Consumer price index: Food,126.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2023,Consumer price index: Food,148.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
48,Bahrain,2024,Consumer price index: Food,152.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
50,Bangladesh,2000,Consumer price index: General,53.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
50,Bangladesh,2005,Consumer price index: General,69.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
50,Bangladesh,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
50,Bangladesh,2015,Consumer price index: General,144.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
50,Bangladesh,2021,Consumer price index: General,200.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
50,Bangladesh,2024,Consumer price index: General,126.0,Base: 2021-2022 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
50,Bangladesh,2015,Consumer price index: Food,230.3,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
50,Bangladesh,2021,Consumer price index: Food,322.1,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
50,Bangladesh,2024,Consumer price index: Food,127.7,Base: 2021-2022 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
52,Barbados,2010,Consumer price index: General,100.0,Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
52,Barbados,2015,Consumer price index: General,167.6,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
52,Barbados,2021,Consumer price index: General,203.6,Data refer to the Retail Price Index.;Index base: July 2001=100.;Average for 11 months excluding data for February.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
52,Barbados,2023,Consumer price index: General,113.1,Data refer to the Retail Price Index.;Base July 2018 = 100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
52,Barbados,2024,Consumer price index: General,112.2,Data refer to the Retail Price Index.;Base July 2018 = 100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
52,Barbados,2015,Consumer price index: Food,200.7,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
52,Barbados,2021,Consumer price index: Food,277.1,Data refer to the Retail Price Index.;Index base: July 2001=100.;Average for 11 months excluding data for February.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
52,Barbados,2023,Consumer price index: Food,115.7,Data refer to the Retail Price Index.;Base July 2018 = 100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
52,Barbados,2024,Consumer price index: Food,119.8,Data refer to the Retail Price Index.;Base July 2018 = 100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2000,Consumer price index: General,16.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2005,Consumer price index: General,61.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2010,Consumer price index: General,100.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2015,Consumer price index: General,387.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2021,Consumer price index: General,586.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2023,Consumer price index: General,710.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2024,Consumer price index: General,751.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2010,Consumer price index: Food,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2015,Consumer price index: Food,389.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2021,Consumer price index: Food,573.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2023,Consumer price index: Food,696.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
112,Belarus,2024,Consumer price index: Food,736.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2000,Consumer price index: General,81.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2005,Consumer price index: General,90.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2015,Consumer price index: General,108.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2021,Consumer price index: General,120.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2023,Consumer price index: General,137.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2024,Consumer price index: General,142.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2000,Consumer price index: Food,76.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2005,Consumer price index: Food,86.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2010,Consumer price index: Food,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2015,Consumer price index: Food,110.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2021,Consumer price index: Food,120.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2023,Consumer price index: Food,149.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
56,Belgium,2024,Consumer price index: Food,151.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
84,Belize,2000,Consumer price index: General,77.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
84,Belize,2005,Consumer price index: General,88.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
84,Belize,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
84,Belize,2015,Consumer price index: General,103.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
